code,text
1775386662,VOL.1249 我想爱情里最残忍的部分是，在狂热的时候，觉得可以为他做一切，摘星星射太阳赚大钱跳悬崖，但总有一天，你发现自己并不能。所有嘴上的我爱你，变成了心里的凭什么。by 张晓晗
1775386662,很兴奋的一件事儿：过去读书，只是抱着一种接受式态度进行阅读，刚入大学时，我的读书笔记仅限于总结体会他人的意思。虽清楚要有一份独立的思考，可仍是榆木脑袋。今个儿读胡适先生杂文集，薄薄几页纸，细细思索，一句话竟有不同体味与思考，写作功底措词能力不强是真，但这点记录想法的欲望，真不小。
1775386662,"如何提高写作水平？ - 106 个回答, 8994 人关注  （想看更多？下载知乎 App： ）"
1775386662,VOL.1252 我们人生中最艰巨的任务就是自我分析、试图领悟我们的人性并化解其中的一切纷争。 from 罗伯特·麦基《故事》
1775386662,一个人自由自在地按照自己的想法过生活，不需要关心，也不需要保护，更不需要取之不尽用之不竭的所谓温暖。我认为任何时候都应该抱着这样的态度，追求自我独立。加油[haha]
1775386662,某强迫申请表简直写不下去了。 认清自己—不要用不够好的自己，和概率事件拼的你死我活，最终，急功近利，得不偿失，爱钻角尖。 忘记自己—不卑不亢，一切都是过眼烟云，沉下来，专注做好眼前事，等待未来那个更好的自己。 然后，也请看清他人好么？己所不欲，勿施于人。 某强迫，我是实在不想搭理了。
1775386662,人的潜意识里总有许多大胆想象，早晨起床那会儿，脑袋里蹦出好多画面，比如南京比如上海[脸红]我好像没有老，即使已经好长时间，困在这座城市、这所大学、这张被床帘团团围住的小床。我没有忘也不敢忘，脑袋可以现实，可以控制自我，但困不住我的内心。
1775386662,不愿意动脑的时候，不愿意举手的时候，不愿意说话的时候，不敢大胆往前迈的时候，偷懒不做事儿的时候。我要想：你在前方看着我呢[微笑]性格可以改，三观可以变，人生可以全托付。
1775386662,求赞。微信微博空间，各种浏览器都能再赞一次哒！谢谢^ω^
1775386662,对不起。我早已失去那样的心情。也偶尔想起，可已认清，我们终将回归于现实。毋需多言，过得很好。半夜胃有点疼。该睡了。
1775386662,一句话也不想说，不是淡薄而是呵呵，不是不多想而是乏了。静的只听得见自己的呼吸，淋一场大雨不管不顾，放声大哭。然而眼泪也出不来，没有意义没有寻找的生活，人早已经麻木。在这么下去得抑郁不可。
1775386662,煎熬的大英赛。快疼死了[闭眼]呜呜(┯_┯)
1775386662,世上爸妈才是最关心自己的人，这句话体现在：我一条说说还没发出三分钟，他们就看了。[微笑]只因为想心里活得坦荡，空间才全体开放。黑历史什么的坦坦荡荡。
1775386662,伤害终会反噬。这就是报应。泪流不止。
1775386662,啊！忘了把防晒霜给卸了！果然自己里子里就是个不修边幅的人[思考]
1775386662,不知道凌晨一点能不能搞定这篇新闻稿。不了解的东西太多太多了，我愿意不断尝试，找到自己的未来。即使尝试的过程会很痛苦。感谢某位童鞋听我逼逼叨叨说了一大堆，突然我自己就把自己说通了！女生要独立自主得好。继续写~
1775386662,啊啊啊好想看！啊啊啊不敢看！整本书充斥着悲伤的气氛，本宝宝好不容易收拾起的心情！三天三天三天，今天才是第一天。悲伤好像一直在吸引着我，磁性一般，这是不是换个角度说明，异性相吸，我仍是个欢乐逗比的宝宝！
1775386662,心里那点痒痒的没忍住，路过书屋，买下《四幕戏》～发现只是其中两幕戏，而且还看过了，只是不记得了。这本书叙述顺序太神奇，故事的衔接没法理清。有些乏了，洗洗睡～不能回首，不能停留，悄悄地入睡。
1775386662,感谢ydlx，这几天脑袋里总是出现一些你死我活的极端想法，谢谢你们看住了我，未来日子还要拜托看住我才行。正在写入党材料，提高思想觉悟呢！继初二、高一后心理的一大坎，人生的一大步，必须从苗子上扭转过来，这么多年有些观念确实错了，我不想再找一个精神寄托维系余下人生了，我要找到自己的未来。
1822117293,书到用时方恨少！现在真的是白天学人力资源管理要写文章和PPT，晚上看项目管理要考试，碎片时间要运营管理要补充岗位知识和技巧[泪][泪]顿时觉得脑子不够用啊
1822117293,女儿2周岁了，但是发现她真的很懂事。她其实已经理解大人间的事情。只是假装不知道而已我想起我小时候其实也知道父母说什么，但是我就不说，自己顾自己玩
1823402381,不做白日梦了，认真做事，好好生活
1823402381,活过来了[失望]
1823402381,看完恐怖片后反劲儿[眼泪]妈蛋！吓哭了
1823402381,又饿了又饿了[崩溃][崩溃][崩溃]没吃上年糕火锅果然不顶饿[泪流满面][泪流满面][泪流满面][泪流满面]
1823402381,[失望]真是作死
1823402381,家一定是个脾气古怪的老头，你若冷了他，他便作给你看，偶尔蹦出来的虫子，窗台的灰尘，地上的头发，角落的袜子，都冲你叫嚣着：理我吧！理我吧！直到你忍受不了，拿起扫帚，扛起拖布，狠狠修理他一顿！[失望]不说了，收拾卫生了[奥特曼]
1823402381,脾气大到炸，不能再犯错了，谨记
1850419067,啊心累。[生病]
1850419067,来说一下明天dp的详情，图一套装138米；图二套装148米；图三单件衬衫68米；图四针织开衫58米；图五小熊套装138米；图六格兰芬多套装248米；图七宽松T套装78米；图八内搭T39米；图九狐狸毛球怪兽帽98米。每款数量都在十件左右。我在F8等大家[兔子]。转发并@ 两个好友，dp结束抽一位娃友送图一套装[喵喵]
1850419067,大家不要着急，晚上到家查库存，如果有多余的会上架。[笑cry]
1850419067,整理了一下基本现货都没有了，布料不够了，如果再做需要等我十天左右，想要的亲留言回复一下，[笑cry]我看看需不需要再去补布料。
1865215093,难过，最终会过，就已经足够了
1865215093,可能你很久以后才学会爱人，我很遗憾只做了你途中の风景
1865215093,有时候会想，为什么偏偏是天籁。以后每次坐他的车，都难以忘记第一次你用挂挡の那只手牵着我，跟我说手动挡都无所谓，何况这是自动挡。真的希望回忆不能欺骗时光太久，愿无岁月可回首，愿无深情共白头。
1865215093,隐藏了关于你的一切，不后悔曾经爱过你，也没力气再向前。如果我的心痛全世界没有一个人懂，我也不后悔曾经爱过。
1865215093,我熬夜看剧，你心疼也会为我下好后几集，怕我在车上无聊。对我这么好の你，让我怎么办才好。
1865215093,嘿嘿，感觉能上天
1865215093,哈哈哈哈哈哈哈哈，老公你是土豪吗
1865215093,原来最美的话在于不说，承诺在于，我们都忘了
1865215093,一万次的道别难道还不够，也许再见只是一个承诺，你在夕阳里回首的轮廓，我到现在依然记得
1865215093,放慢所有回忆里的感受，只怕听见谁忽然泪流
1865215093,介个是我的心头好
1865215093,慧极必伤，情深不寿
1865215093,请允许我小小的骄傲，因为有你这样的依靠
1865215093,终于可以不再爱你了，真好
1865215093,我后排的姑娘非说我找了个土豪[笑cry][笑cry][笑cry]
1865215093,昨天梦到他，他抱着我说别闹，我很想你，梦里顿时就哭出来了。醒来以后，只能笑自己傻，他是那么骄傲的人，怎么会想我。
1865215093,失去的不再回来，回来的不再美好
1865215093,再见了我的王子，守护爱情的样子
1865215093,换我褪去一身骄傲，爱你到疯掉
1865215093,别那么相信回忆，里面那个人不一定想你
1865215093,其实真的不用那么敏感，我不在喜欢你了，我的名字只是来自一句歌词，没翅膀也做梦想家
1865215093,看了微博才知道今天真的是个好日子，可惜了，想上的那个人上不到
1865215093,被最喜欢的老师说美好心里美美哒
1865215093,相信时间会给小伙伴们想要的一切，423一起加油～
1865215093,如今没有你，我有更爱我的他，在他眼里我永远脆弱，需要被捧在手心里好好呵护着。过往的一切不再重来，我希望你一切都好，但是不要跟我好。可能我现在最后悔の就是给你那一套申论教材了，分开了就应该不回头の对吧。我已经忘记你，在每一个香甜の梦境。
1865215093,真正到现在我才明白，谁有空去为过去的爱情和留不住的人悲伤，爱的人就在身旁，他的眼睛里一直有你，你打不开的水壶，忘带的稿纸他都有。他带你去小东山看月季，他为不能陪你而自责，有这么好的爱情，谁还在意过去的苦难。
1865215093,心情好，看着哈尔滨真美
1865215093,是不是我这样努力伤害自己，就能少一些期待，少一些依恋
1865215093,我曾经很害怕警察，很讨厌警察，现在我真的对警察有莫名の好感。
1865215093,被如此有担当の男人爱着，真的好安心
1865215093,没有人知道我为什么要离开他，除了我。我尿蛋白四个加号，血糖26居高不下，有一天我可能会失明，可能会截肢，我怎么能让这样的事情落在我最爱的他身上，大宝，不管你多恨我，我都当你是我の大宝，大宝再见。
1865215093,一闲下来眼泪就往上涌，都会过去的，会过去的
1865215093,没人知道为什么我每次高烧都病的特别重，没人知道我为什么从不吃甜食，我阴道炎总不好不是因为有病是血糖高啊，我总喝水不是渴是稀释血糖，连我自己都面对不了四个加号の尿蛋白，何况是告诉你。虽然伤心，但是大概这样是最好的结局了吧。你扭头而去の身影，我一直记得。你说这样的你还想看吗，想，大宝
1865215093,你最爱的Z先生，已经离开你了
1865215093,相信你只是怕伤害我，不是不要我，真爱过谁会舍得
1865215093,打你疼了你就哭，给你块糖你还粘人家，你以为自己善解人意，知不知道别人眼里你多贱
1865215093,过去的不再回来，回来的不在美好
1865215093,想起你的时候，快乐都比较多，也许快乐，是时间的幽默。
1865215093,住院一个星期，憔悴多了
1865215093,上一个iphone在磕磕碰碰中，终于被偷了，又吓我一跳，旧的不去新的不来吧，有些人有些事过去就是过去了，岁月偷走了和他有关的一切，只是帮你开启一个属于自己的将来。
2191356091,潜意识向他表达：我只是想聊聊，并没什么大事需要讨论，你不用紧张。
2191356091,我参与了  发起的投票【如果你遇上这种事，你会如何处理？】，我投给了“坚决反抗，搞破坏引起注意”等3个选项，你也快来表态吧~
2262552844,来听听我唱的《我》，击败了全国95%的人 试听地址>>>   (通过 录制)
2262552844,不谈爱情——还有远方的蓝天和激情
2262552844,一季度西安白领平均工资5765元！ 5765元中，除去杂七杂八， 可支配的应该有3000元， 那么一年12个月就是36000元。 买房的平均面积大概是100平方米， 我们就以这个标准来算一算。 在西安买一套房需要多久。[悲伤]
2262552844,失眠翻出来看，之前没有看过。看完不知道什么感觉，假如你所挚爱的离开了，就索性认为她死了吧。
2262552844,唱一首简单的歌，老妈您辛苦了。 试听地址>>>   (通过 录制)
2262552844,来听听   唱的《温柔【温柔版】》，真是太棒了 试听地址>>>   (通过 录制)
2404875422,这种事情会再发生吗？这一切又要再失去意义嘛？必须一次又一次地证明我是傻嘛？就算我傻，为什么要选我？苦其心志吗？有什么用吗？过了几年又一次品尝这种滋味，依旧是那么的难受，就像是被刺了一刀，看见流血但还没感受到疼痛，静静地等着、等着，你知道的，最终会痛彻心扉。
2404875422,一边心痛，一边做运动数着数，一边看喜剧笑着，一边流眼泪，我也不知道自己在做什么……
2404875422,我不是钢铁……[泪流满面]我也会痛的[泪流满面]
2629874631,已收藏，推荐大家观看！【视频：农夫山泉 2016 年新广告片之贵州   武陵山】 （来   看我更多收藏视频： ）
2629874631,已收藏，推荐大家观看！【视频：【谷阿莫】6分鐘看完2015電影《我的少女時代》】 （来   看我更多收藏视频： ）
2696022152,首页简直没眼看了，连狐狸都能污得下手简直丧心病狂！（我喜
2696022152,大概心境不同了，Sunless Sea玩着真的太寂寞了。无边的大海，看着属于别人的故事，了无牵挂地冒险死亡再次冒险。它的气氛感染很棒，棒到让人无比难受。
2696022152,我向     提问：方便透露下你们预计卖多少套可回本吗
2696022152,我向     提问：之前有看到二师兄死亡的结局，请问这是固定的还是可变的？其他主要角色的结局是否可根据剧情选择不同而变化？
2696022152,洛川的文案真是令人着急啊，这台词我要跪了_(:з」∠)_
2720790013,欢迎我的新粉朋友们 发个自拍吧[吐舌头]
2720790013,这世上一定还有人爱着你 所以不要放弃。
2720790013,作为父母没有什么比培养孩子的成功更重要！暑假补习班已经落伍了，赶紧送孩子来上夏令营！让孩子们全面发展成为德智体全能型社会栋梁！为我的小伙伴的创业支持一下吧 报名请记住最后一张图片的电话[祈祷][爱心][爱心]
2720790013,动心的时候万物复苏，什么都奔向欢喜。伤心的时候销声匿迹，什么都归于叹息。两个人有时差，一个人过四季。图文不符[闭眼]
2720790013,下午睡午觉 做了一个悲伤的梦 在梦里可以见到想见的人说想说的话做想做的事 但是一醒来就觉得懊恼 发觉自己并不够有勇气 所以才会有那么多人说 过去的就让它过去了 不过是没因为勇气面对
2720790013,时隔多年终于又能上ins了！[花痴][花痴]
2720790013,感觉自己已经对感情没了耐心 不再相信真爱还存在 所谓恋爱只是为了某些结果 过程反而变得不够重要 是不是人们都不记得该如何爱一个人 是不是大家都忘了 相爱的前提是足够爱自己
2783129104,在生活中，无论与谁，两个人交流时，其实是六个人在交流：你以为的你，你以为的他，真正的你；他以为的他，他以为的你，真正的他。不能以“我以为、妳以为或他以为”去认识评判一个人或一件事。你想，这里边会有多少误会，会有多少误解？
2783129104,真希望永远是18岁，今天，可是比18整整大了10岁，又步入新的阶段啦！！ 28虽不是妙龄，但还是芳龄。。。。
2783129104,天猫“帮宝适旗舰店”宝宝纸尿布真的是次品吗？为什么很多买家都说宝宝使用了他们店里的尿布都出现过敏呢。天猫真的要好好核实网店卖的商品的真假，不然蒙骗的是百姓。而且该店的服务态度据说也不怎么样，宝妈拍下商品要小心为好，不然拍下了商品，商家死活不认理，强买强卖哦！
2783129104,"总觉得自己没有干坏事的天赋~~每次撒谎时,说话都会结巴,被识破[不好意思]"
2808716682,v3.4.5版震撼来袭！1、微盘会员去广告，阅读省力又省心！2、多端云同步、办公娱乐两不误！3、海量云资源、随是随地任你选！下载地址：
2808716682,我可能要变个段子手，嗯，我们白着呢[哈哈][哈哈][哈哈]
2808716682,儿童节快乐，小真真
3158309832,喜欢上了不应该喜欢的人，所以我觉得我应该放弃了。
3158309832,回家发现家门口蹲了一只小狗。。不知道哪里来的，不过喂了它吃的和水。。暂时安顿在楼下理发店了。。。。没有照片。。我拍过照的宠物都死了。。。
3577342091,谈恋爱嘛就得找个普普通通的女孩子 微胖 爱笑易满足 在你面前很奔放 活的很自在 不装逼不做作 偶尔会爆粗口 温柔起来会脸红 和这样的女孩一起才叫恋爱 [爱心]
3720942875,临睡前看到这则新闻，本来都要快睡了，结果硬是被气醒了。一看内容更是令人气氛。完全反应了我们社会对于女性价值的扭曲。如果在这个社会没有人买卖婚姻，这则征婚启事根本就没有人搭理，这位母亲又怎会想出这样的法子？难道对于成年女性的期望就是能生孩子吗？？？
3720942875,我觉得不一定就是拘泥于为了遇见更好的而让自己更优秀，我们只是单纯的想变优秀而已啊。如果说一味地有这样的想法，反而会让自己更累。这种东西随缘就好啦。 →
3720942875,你们家鞋质量太差  十月下旬买的，三月底就成了这样，刨开穿雪地靴的俩月，不想说什么了。以后不会在你们家买鞋了。想说的是，就算你们生产一万双，十万双，一百万双鞋，只要有一双质量不合格，到买家手上，就是100%的事！
3720942875,墙裂安利传奇大掌柜，国产良心剧！几个老演员演得特别棒，值得一说的就是何冰，演大宋提刑官一身正气，演厉二爷不折不扣的小人，尤其是一口的京片子，太好听了！其他演员塑造的形象也都栩栩如生。虽然有人说情节有点简单，但就冲这份演技，也很值得一看。大宋提刑官小时候最爱看的推理剧，没有之一！！
5353776977,男人可以不帅，可以没钱，但一定要骚
5538520323,我刚刚在“为罕见病，“冻”起来！”中捐款成功了，希望小小的力量汇成大爱，托起他们的希望！小力量大奇迹，一起来支持吧！
5538520323,我刚刚为“死里逃生的三岁癌宝”献出了自己的爱心，每份微小的善举都能凝聚无限能量，共同伸出援助之手，让微博充满爱！
5538520323,你真的分清了 占有欲 喜欢 爱和新鲜感吗 还是不甘心
5538520323,满星高密小叶紫檀  就一条 有意私信
5538520323,还是喜欢很多年前 小心翼翼的埋在被窝 用那个翻盖机想给暗恋的男生发一条新年祝福 反复删减 最后改成新年快乐四个字 嗯 这其中的感情 如今微信的群发大概怎么也比不上吧
